Entity,Number ID,Coat color,Gender,Father,Mum,D.O.B,D.O.D,Cause of death,Censored,Lifespan (days),Code,Name Treatment,Drug Treatment,Cage,Position,,Blood,Batch,Current Age,month,Dead age or alive,month,1,1.5,2,3,4,4.5,5,6,8,10,12,14,15,17,18,Pups total,Pups euthanized,Weaning date,Weaning days,Males,Females,Dead
MOU000228,128,Black,Male,,,06/07/2021,,,,945,K,Low Protein | 6%,,26,R001B_C03,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000229,129,Black,Male,,,06/07/2021,,,,945,K,Low Protein | 6%,,26,R001B_C03,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000230,130,Black,Male,,,06/07/2021,,,,945,K,Low Protein | 6%,,26,R001B_C03,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000231,131,Black,Male,,,06/07/2021,,,,945,K,Low Protein | 6%,,27,R001B_C04,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000232,132,Black,Male,,,06/07/2021,,,,945,K,Low Protein | 6%,,27,R001B_C04,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000233,133,Black,Male,,,06/07/2021,,,,945,K,Low Protein | 6%,,27,R001B_C04,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000234,134,Black,Male,,,06/07/2021,,,,945,K,Low Protein | 6%,,27,R001B_C04,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000235,135,Black,Male,,,06/07/2021,,,,945,K,Low Protein | 6%,,27,R001B_C04,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000236,136,Black,Male,,,06/07/2021,,,,945,C,Trametinib | 2 ppm,,28,R001A_C02,,YES2,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000237,137,Black,Male,,,06/07/2021,07/11/2023,Found dead,0,854,C,Trametinib | 2 ppm,,28,R001A_C02,,,E_2021_27_CEB,945,31.0,854,28.0,,,,,,,,,,,,,,,,,,,,,,1
MOU000238,138,Black,Male,,,06/07/2021,,,,945,C,Trametinib | 2 ppm,,28,R001A_C02,,YES2,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000239,139,Black,Male,,,06/07/2021,,,,945,C,Trametinib | 2 ppm,,28,R001A_C02,,YES2,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000240,140,Black,Male,,,06/07/2021,,,,945,C,Trametinib | 2 ppm,,28,R001A_C02,,YES2,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000241,141,Black,Male,,,06/07/2021,17/07/2023,Found dead,0,741,G,Canagliflozin | 180 ppm,,29,R001A_G02,,,E_2021_27_CEB,945,31.0,741,24.3,,,,,,,,,,,,,,,,,,,,,,1
MOU000242,142,Black,Male,,,06/07/2021,,,,945,G,Canagliflozin | 180 ppm,,29,R001A_G02,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000243,143,Black,Male,,,06/07/2021,04/09/2023,Found dead,0,790,G,Canagliflozin | 180 ppm,,29,R001A_G02,,,E_2021_27_CEB,945,31.0,790,25.9,,,,,,,,,,,,,,,,,,,,,,1
MOU000244,144,Black,Male,,,06/07/2021,29/01/2024,Found dead,1,937,G,Canagliflozin | 180 ppm,,29,R001A_G02,,,E_2021_27_CEB,945,31.0,937,30.7,,,,,,,,,,,,,,,,,,,,,,1
MOU000245,145,Black,Male,,,06/07/2021,22/12/2023,Found dead,0,899,G,Canagliflozin | 180 ppm,,29,R001A_G02,,,E_2021_27_CEB,945,31.0,899,29.5,,,,,,,,,,,,,,,,,,,,,,1
MOU000246,146,Black,Male,,,06/07/2021,19/12/2023,Found dead,0,896,H,17-Estradiol & Rapamycin | 14 ppm & 42 ppm,,30,R001A_H02,,,E_2021_27_CEB,945,31.0,896,29.4,,,,,,,,,,,,,,,,,,,,,,1
MOU000247,147,Black,Male,,,06/07/2021,,,,945,H,17-Estradiol & Rapamycin | 14 ppm & 42 ppm,,30,R001A_H02,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000248,148,Black,Male,,,06/07/2021,,,,945,H,17-Estradiol & Rapamycin | 14 ppm & 42 ppm,,30,R001A_H02,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000249,149,Black,Male,,,06/07/2021,30/06/2023,Tumor,0,724,H,17-Estradiol & Rapamycin | 14 ppm & 42 ppm,,30,R001A_H02,,,E_2021_27_CEB,945,31.0,724,23.7,,,,,,,,,,,,,,,,,,,,,,1
MOU000250,150,Black,Male,,,06/07/2021,28/08/2023,Found dead,0,783,H,17-Estradiol & Rapamycin | 14 ppm & 42 ppm,,30,R001A_H02,,,E_2021_27_CEB,945,31.0,783,25.7,,,,,,,,,,,,,,,,,,,,,,1
MOU000251,151,Black,Male,,,06/07/2021,01/06/2023,Found dead,0,695,D,17-Estradiol | 14 ppm,,31,R001A_D01,,,E_2021_27_CEB,945,31.0,695,22.8,,,,,,,,,,,,,,,,,,,,,,1
MOU000252,152,Black,Male,,,06/07/2021,27/10/2023,Found dead,0,843,D,17-Estradiol | 14 ppm,,31,R001A_D01,,,E_2021_27_CEB,945,31.0,843,27.6,,,,,,,,,,,,,,,,,,,,,,1
MOU000253,153,Black,Male,,,06/07/2021,28/04/2023,Found dead,0,661,D,17-Estradiol | 14 ppm,,31,R001A_D01,,,E_2021_27_CEB,945,31.0,661,21.7,,,,,,,,,,,,,,,,,,,,,,1
MOU000254,154,Black,Male,,,06/07/2021,10/05/2023,Found dead,0,673,D,17-Estradiol | 14 ppm,,31,R001A_D01,,,E_2021_27_CEB,945,31.0,673,22.1,,,,,,,,,,,,,,,,,,,,,,1
MOU000255,155,Black,Male,,,06/07/2021,,,,945,D,17-Estradiol | 14 ppm,,31,R001A_D01,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000256,156,Black,Male,,,06/07/2021,13/11/2023,Tumor,0,860,L,Control Envigo,,32,R001B_D05,,,E_2021_27_CEB,945,31.0,860,28.2,,,,,,,,,,,,,,,,,,,,,,1
MOU000257,157,Black,Male,,,06/07/2021,29/01/2024,Found dead,1,937,L,Control Envigo,,32,R001B_D05,,YES2,E_2021_27_CEB,945,31.0,937,30.7,,,,,,,,,,,,,,,,,,,,,,1
MOU000258,158,Black,Male,,,06/07/2021,,,,945,L,Control Envigo,,32,R001B_D05,,YES2,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000259,159,Black,Male,,,06/07/2021,07/11/2023,Found dead,0,854,L,Control Envigo,,32,R001B_D05,,,E_2021_27_CEB,945,31.0,854,28.0,,,,,,,,,,,,,,,,,,,,,,1
MOU000260,160,Black,Male,,,06/07/2021,15/01/2024,Found dead,0,923,L,Control Envigo,,32,R001B_D05,,YES2,E_2021_27_CEB,945,31.0,923,30.3,,,,,,,,,,,,,,,,,,,,,,1
MOU000261,161,Black,Male,,,06/07/2021,,,,945,E,Control Ssniff,,33,R001A_E04,,YES2,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000262,162,Black,Male,,,06/07/2021,30/08/2023,Found dead,0,785,E,Control Ssniff,,33,R001A_E04,,,E_2021_27_CEB,945,31.0,785,25.7,,,,,,,,,,,,,,,,,,,,,,1
MOU000263,163,Black,Male,,,06/07/2021,09/11/2023,Found dead,0,856,E,Control Ssniff,,33,R001A_E04,,,E_2021_27_CEB,945,31.0,856,28.1,,,,,,,,,,,,,,,,,,,,,,1
MOU000264,164,Black,Male,,,06/07/2021,27/01/2024,Found dead,1,935,E,Control Ssniff,,33,R001A_E04,,YES2,E_2021_27_CEB,945,31.0,935,30.7,,,,,,,,,,,,,,,,,,,,,,1
MOU000265,165,Black,Male,,,06/07/2021,08/03/2023,Found dead,0,610,E,Control Ssniff,,33,R001A_E04,,,E_2021_27_CEB,945,31.0,610,20.0,,,,,,,,,,,,,,,,,,,,,,1
MOU000266,166,Black,Male,,,06/07/2021,25/09/2023,Found dead,0,811,J,Ketogenic,,34,R001B_B06,,YES,E_2021_27_CEB,945,31.0,811,26.6,,,,,,,,,,,,,,,,,,,,,,1
MOU000267,167,Black,Male,,,06/07/2021,16/10/2023,Found dead,0,832,J,Ketogenic,,34,R001B_B06,,YES,E_2021_27_CEB,945,31.0,832,27.3,,,,,,,,,,,,,,,,,,,,,,1
MOU000268,168,Black,Male,,,06/07/2021,11/12/2023,Found dead,0,888,J,Ketogenic,,34,R001B_B06,,YES,E_2021_27_CEB,945,31.0,888,29.1,,,,,,,,,,,,,,,,,,,,,,1
MOU000269,169,Black,Male,,,06/07/2021,16/10/2023,Found dead,0,832,J,Ketogenic,,34,R001B_B06,,YES,E_2021_27_CEB,945,31.0,832,27.3,,,,,,,,,,,,,,,,,,,,,,1
MOU000270,170,Black,Male,,,06/07/2021,28/04/2023,Found dead,0,661,J,Ketogenic,,34,R001B_B06,,YES,E_2021_27_CEB,945,31.0,661,21.7,,,,,,,,,,,,,,,,,,,,,,1
MOU000271,171,Black,Male,,,06/07/2021,29/06/2023,Found dead,0,723,A,Eudragit | 404 ppm,,35,R001A_A04,,,E_2021_27_CEB,945,31.0,723,23.7,,,,,,,,,,,,,,,,,,,,,,1
MOU000272,172,Black,Male,,,06/07/2021,,,,945,A,Eudragit | 404 ppm,,35,R001A_A04,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000273,173,Black,Male,,,06/07/2021,07/08/2023,Found dead,0,762,A,Eudragit | 404 ppm,,35,R001A_A04,,,E_2021_27_CEB,945,31.0,762,25.0,,,,,,,,,,,,,,,,,,,,,,1
MOU000274,174,Black,Male,,,06/07/2021,12/01/2024,Found dead,0,920,A,Eudragit | 404 ppm,,35,R001A_A04,,,E_2021_27_CEB,945,31.0,920,30.2,,,,,,,,,,,,,,,,,,,,,,1
MOU000275,175,Black,Male,,,06/07/2021,,,,945,A,Eudragit | 404 ppm,,35,R001A_A04,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000276,176,Black,Male,,,06/07/2021,,,,945,K,Low Protein | 6%,,36,R001B_C05,,YES,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000277,177,Black,Male,,,06/07/2021,,,,945,K,Low Protein | 6%,,36,R001B_C05,,YES,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000278,178,Black,Male,,,06/07/2021,,,,945,K,Low Protein | 6%,,36,R001B_C05,,YES,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000279,179,Black,Male,,,06/07/2021,,,,945,K,Low Protein | 6%,,36,R001B_C05,,YES,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000280,180,Black,Male,,,06/07/2021,10/10/2023,Found dead,0,826,K,Low Protein | 6%,,36,R001B_C05,,YES,E_2021_27_CEB,945,31.0,826,27.1,,,,,,,,,,,,,,,,,,,,,,1
MOU000281,181,Black,Male,,,06/07/2021,28/09/2023,Found dead,0,814,D,17-Estradiol | 14 ppm,,37,R001A_D02,,,E_2021_27_CEB,945,31.0,814,26.7,,,,,,,,,,,,,,,,,,,,,,1
MOU000282,182,Black,Male,,,06/07/2021,13/11/2023,Found dead,0,860,D,17-Estradiol | 14 ppm,,37,R001A_D02,,,E_2021_27_CEB,945,31.0,860,28.2,,,,,,,,,,,,,,,,,,,,,,1
MOU000283,183,Black,Male,,,06/07/2021,26/12/2023,Found dead,0,903,D,17-Estradiol | 14 ppm,,37,R001A_D02,,,E_2021_27_CEB,945,31.0,903,29.6,,,,,,,,,,,,,,,,,,,,,,1
MOU000284,184,Black,Male,,,06/07/2021,30/08/2023,Found dead,0,785,D,17-Estradiol | 14 ppm,,37,R001A_D02,,,E_2021_27_CEB,945,31.0,785,25.7,,,,,,,,,,,,,,,,,,,,,,1
MOU000285,185,Black,Male,,,06/07/2021,04/09/2023,Found dead,0,790,D,17-Estradiol | 14 ppm,,37,R001A_D02,,,E_2021_27_CEB,945,31.0,790,25.9,,,,,,,,,,,,,,,,,,,,,,1
MOU000286,186,Black,Male,,,06/07/2021,,,,945,H,17-Estradiol & Rapamycin | 14 ppm & 42 ppm,,38,R001A_H03,,YES,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000287,187,Black,Male,,,06/07/2021,25/09/2023,Found dead,0,811,H,17-Estradiol & Rapamycin | 14 ppm & 42 ppm,,38,R001A_H03,,YES,E_2021_27_CEB,945,31.0,811,26.6,,,,,,,,,,,,,,,,,,,,,,1
MOU000288,188,Black,Male,,,06/07/2021,20/11/2023,Found dead,0,867,H,17-Estradiol & Rapamycin | 14 ppm & 42 ppm,,38,R001A_H03,,YES,E_2021_27_CEB,945,31.0,867,28.4,,,,,,,,,,,,,,,,,,,,,,1
MOU000289,189,Black,Male,,,06/07/2021,28/11/2023,Found dead,0,875,H,17-Estradiol & Rapamycin | 14 ppm & 42 ppm,,38,R001A_H03,,YES,E_2021_27_CEB,945,31.0,875,28.7,,,,,,,,,,,,,,,,,,,,,,1
MOU000290,190,Black,Male,,,06/07/2021,,,,945,H,17-Estradiol & Rapamycin | 14 ppm & 42 ppm,,38,R001A_H03,,YES,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000291,191,Black,Male,,,06/07/2021,09/12/2023,Found dead,0,886,H,17-Estradiol & Rapamycin | 14 ppm & 42 ppm,,39,R001A_H04,,,E_2021_27_CEB,945,31.0,886,29.0,,,,,,,,,,,,,,,,,,,,,,1
MOU000292,192,Black,Male,,,06/07/2021,,,,945,H,17-Estradiol & Rapamycin | 14 ppm & 42 ppm,,39,R001A_H04,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000293,193,Black,Male,,,06/07/2021,22/11/2023,Found dead,0,869,H,17-Estradiol & Rapamycin | 14 ppm & 42 ppm,,39,R001A_H04,,,E_2021_27_CEB,945,31.0,869,28.5,,,,,,,,,,,,,,,,,,,,,,1
MOU000294,194,Black,Male,,,06/07/2021,,,,945,H,17-Estradiol & Rapamycin | 14 ppm & 42 ppm,,39,R001A_H04,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000295,195,Black,Male,,,06/07/2021,,,,945,H,17-Estradiol & Rapamycin | 14 ppm & 42 ppm,,39,R001A_H04,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000296,196,Black,Male,,,06/07/2021,14/10/2022,Fighting,1,465,A,Eudragit | 404 ppm,,40,R001A_A05,,,E_2021_27_CEB,945,31.0,465,15.2,,,,,,,,,,,,,,,,,,,,,,1
MOU000297,197,Black,Male,,,06/07/2021,13/06/2023,Found dead,0,707,A,Eudragit | 404 ppm,,40,R001A_A05,,,E_2021_27_CEB,945,31.0,707,23.2,,,,,,,,,,,,,,,,,,,,,,1
MOU000298,198,Black,Male,,,06/07/2021,12/01/2024,Found dead,0,920,A,Eudragit | 404 ppm,,40,R001A_A05,,,E_2021_27_CEB,945,31.0,920,30.2,,,,,,,,,,,,,,,,,,,,,,1
MOU000299,199,Black,Male,,,06/07/2021,29/03/2023,Scoresheet,0,631,A,Eudragit | 404 ppm,,40,R001A_A05,,,E_2021_27_CEB,945,31.0,631,20.7,,,,,,,,,,,,,,,,,,,,,,1
MOU000300,200,Black,Male,,,06/07/2021,07/01/2024,Found dead,0,915,A,Eudragit | 404 ppm,,40,R001A_A05,,,E_2021_27_CEB,945,31.0,915,30.0,,,,,,,,,,,,,,,,,,,,,,1
MOU000301,201,Black,Male,,,06/07/2021,18/09/2023,Found dead,0,804,D,17-Estradiol | 14 ppm,,41,R001A_D03,,,E_2021_27_CEB,945,31.0,804,26.4,,,,,,,,,,,,,,,,,,,,,,1
MOU000302,202,Black,Male,,,06/07/2021,30/12/2023,Found dead,0,907,D,17-Estradiol | 14 ppm,,41,R001A_D03,,,E_2021_27_CEB,945,31.0,907,29.7,,,,,,,,,,,,,,,,,,,,,,1
MOU000303,203,Black,Male,,,06/07/2021,16/01/2024,Found dead,0,924,D,17-Estradiol | 14 ppm,,41,R001A_D03,,,E_2021_27_CEB,945,31.0,924,30.3,,,,,,,,,,,,,,,,,,,,,,1
MOU000304,204,Black,Male,,,06/07/2021,05/10/2023,Found dead,0,821,D,17-Estradiol | 14 ppm,,41,R001A_D03,,,E_2021_27_CEB,945,31.0,821,26.9,,,,,,,,,,,,,,,,,,,,,,1
MOU000305,205,Black,Male,,,06/07/2021,27/01/2024,Found dead,1,935,D,17-Estradiol | 14 ppm,,41,R001A_D03,,,E_2021_27_CEB,945,31.0,935,30.7,,,,,,,,,,,,,,,,,,,,,,1
MOU000306,206,Black,Male,,,06/07/2021,03/03/2023,Found dead,0,605,B,Selegiline | 42 ppm,,42,R001A_B03,,,E_2021_27_CEB,945,31.0,605,19.8,,,,,,,,,,,,,,,,,,,,,,1
MOU000307,207,Black,Male,,,06/07/2021,01/12/2023,Found dead,0,878,B,Selegiline | 42 ppm,,42,R001A_B03,,,E_2021_27_CEB,945,31.0,878,28.8,,,,,,,,,,,,,,,,,,,,,,1
MOU000308,208,Black,Male,,,06/07/2021,17/11/2023,Found dead,0,864,B,Selegiline | 42 ppm,,42,R001A_B03,,,E_2021_27_CEB,945,31.0,864,28.3,,,,,,,,,,,,,,,,,,,,,,1
MOU000309,209,Black,Male,,,06/07/2021,05/12/2023,Found dead,0,882,B,Selegiline | 42 ppm,,42,R001A_B03,,,E_2021_27_CEB,945,31.0,882,28.9,,,,,,,,,,,,,,,,,,,,,,1
MOU000310,210,Black,Male,,,06/07/2021,30/11/2023,Found dead,0,877,B,Selegiline | 42 ppm,,42,R001A_B03,,,E_2021_27_CEB,945,31.0,877,28.8,,,,,,,,,,,,,,,,,,,,,,1
MOU000311,211,Black,Male,,,06/07/2021,20/01/2024,Found dead,0,928,H,17-Estradiol & Rapamycin | 14 ppm & 42 ppm,,43,R001A_H05,,,E_2021_27_CEB,945,31.0,928,30.4,,,,,,,,,,,,,,,,,,,,,,1
MOU000312,212,Black,Male,,,06/07/2021,31/10/2023,Found dead,0,847,H,17-Estradiol & Rapamycin | 14 ppm & 42 ppm,,43,R001A_H05,,,E_2021_27_CEB,945,31.0,847,27.8,,,,,,,,,,,,,,,,,,,,,,1
MOU000313,213,Black,Male,,,06/07/2021,09/12/2023,Found dead,0,886,H,17-Estradiol & Rapamycin | 14 ppm & 42 ppm,,43,R001A_H05,,,E_2021_27_CEB,945,31.0,886,29.0,,,,,,,,,,,,,,,,,,,,,,1
MOU000314,214,Black,Male,,,06/07/2021,22/02/2023,Found dead,0,596,H,17-Estradiol & Rapamycin | 14 ppm & 42 ppm,,43,R001A_H05,,,E_2021_27_CEB,945,31.0,596,19.5,,,,,,,,,,,,,,,,,,,,,,1
MOU000315,215,Black,Male,,,06/07/2021,18/01/2024,Found dead,0,926,H,17-Estradiol & Rapamycin | 14 ppm & 42 ppm,,43,R001A_H05,,,E_2021_27_CEB,945,31.0,926,30.4,,,,,,,,,,,,,,,,,,,,,,1
MOU000316,216,Black,Male,,,06/07/2021,,,,945,E,Control Ssniff,,44,R001A_E05,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000317,217,Black,Male,,,06/07/2021,,,,945,E,Control Ssniff,,44,R001A_E05,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000318,218,Black,Male,,,06/07/2021,,,,945,E,Control Ssniff,,44,R001A_E05,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000319,219,Black,Male,,,06/07/2021,02/01/2024,Found dead,0,910,E,Control Ssniff,,44,R001A_E05,,,E_2021_27_CEB,945,31.0,910,29.8,,,,,,,,,,,,,,,,,,,,,,1
MOU000320,220,Black,Male,,,06/07/2021,,,,945,E,Control Ssniff,,44,R001A_E05,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000321,221,Black,Male,,,06/07/2021,,,,945,A,Eudragit | 404 ppm,,45,R001A_A06,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000322,222,Black,Male,,,06/07/2021,,,,945,A,Eudragit | 404 ppm,,45,R001A_A06,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000323,223,Black,Male,,,06/07/2021,,,,945,A,Eudragit | 404 ppm,,45,R001A_A06,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000324,224,Black,Male,,,06/07/2021,,,,945,A,Eudragit | 404 ppm,,45,R001A_A06,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000325,225,Black,Male,,,06/07/2021,,,,945,A,Eudragit | 404 ppm,,45,R001A_A06,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000326,226,Black,Male,,,06/07/2021,,,,945,E,Control Ssniff,,46,R001A_E06,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000327,227,Black,Male,,,06/07/2021,,,,945,E,Control Ssniff,,46,R001A_E06,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000328,228,Black,Male,,,06/07/2021,,,,945,E,Control Ssniff,,46,R001A_E06,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000329,229,Black,Male,,,06/07/2021,13/12/2023,Moribund,0,890,E,Control Ssniff,,46,R001A_E06,,,E_2021_27_CEB,945,31.0,890,29.2,,,,,,,,,,,,,,,,,,,,,,1
MOU000330,230,Black,Male,,,06/07/2021,,,,945,E,Control Ssniff,,46,R001A_E06,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000331,231,Black,Male,,,06/07/2021,05/10/2023,Found dead,0,821,I,Acarbose | 1000 ppm,,47,R001B_A02,,,E_2021_27_CEB,945,31.0,821,26.9,,,,,,,,,,,,,,,,,,,,,,1
MOU000332,232,Black,Male,,,06/07/2021,23/10/2023,Found dead,0,839,I,Acarbose | 1000 ppm,,47,R001B_A02,,,E_2021_27_CEB,945,31.0,839,27.5,,,,,,,,,,,,,,,,,,,,,,1
MOU000333,233,Black,Male,,,06/07/2021,05/12/2023,Found dead,0,882,I,Acarbose | 1000 ppm,,47,R001B_A02,,,E_2021_27_CEB,945,31.0,882,28.9,,,,,,,,,,,,,,,,,,,,,,1
MOU000334,234,Black,Male,,,06/07/2021,05/12/2023,Found dead,0,882,I,Acarbose | 1000 ppm,,47,R001B_A02,,,E_2021_27_CEB,945,31.0,882,28.9,,,,,,,,,,,,,,,,,,,,,,1
MOU000335,235,Black,Male,,,06/07/2021,,,,945,I,Acarbose | 1000 ppm,,47,R001B_A02,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000336,236,Black,Male,,,06/07/2021,26/12/2023,Found dead,0,903,F,Rapamycin | 42 ppm,,48,R001A_F03,,YES,E_2021_27_CEB,945,31.0,903,29.6,,,,,,,,,,,,,,,,,,,,,,1
MOU000337,237,Black,Male,,,06/07/2021,,,,945,F,Rapamycin | 42 ppm,,48,R001A_F03,,YES,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000338,238,Black,Male,,,06/07/2021,29/03/2023,Eye abscess,0,631,F,Rapamycin | 42 ppm,,48,R001A_F03,,YES,E_2021_27_CEB,945,31.0,631,20.7,,,,,,,,,,,,,,,,,,,,,,1
MOU000339,239,Black,Male,,,06/07/2021,,,,945,F,Rapamycin | 42 ppm,,48,R001A_F03,,YES,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000340,240,Black,Male,,,06/07/2021,,,,945,F,Rapamycin | 42 ppm,,48,R001A_F03,,YES,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000341,241,Black,Male,,,06/07/2021,,,,945,A,Eudragit | 404 ppm,,49,R001A_A07,,YES,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000342,242,Black,Male,,,06/07/2021,26/12/2023,Found dead,0,903,A,Eudragit | 404 ppm,,49,R001A_A07,,YES,E_2021_27_CEB,945,31.0,903,29.6,,,,,,,,,,,,,,,,,,,,,,1
MOU000343,243,Black,Male,,,06/07/2021,12/10/2023,Dermatitis,0,828,A,Eudragit | 404 ppm,,49,R001A_A07,,YES,E_2021_27_CEB,945,31.0,828,27.1,,,,,,,,,,,,,,,,,,,,,,1
MOU000344,244,Black,Male,,,06/07/2021,28/11/2023,Found dead,0,875,A,Eudragit | 404 ppm,,49,R001A_A07,,YES,E_2021_27_CEB,945,31.0,875,28.7,,,,,,,,,,,,,,,,,,,,,,1
MOU000345,245,Black,Male,,,06/07/2021,18/12/2023,Found dead,0,895,A,Eudragit | 404 ppm,,49,R001A_A07,,YES,E_2021_27_CEB,945,31.0,895,29.3,,,,,,,,,,,,,,,,,,,,,,1
MOU000346,246,Black,Male,,,06/07/2021,,,,945,G,Canagliflozin | 180 ppm,,50,R001A_G03,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000347,247,Black,Male,,,06/07/2021,05/02/2024,Found dead,,944,G,Canagliflozin | 180 ppm,,50,R001A_G03,,,E_2021_27_CEB,945,31.0,944,31.0,,,,,,,,,,,,,,,,,,,,,,1
MOU000348,248,Black,Male,,,06/07/2021,,,,945,G,Canagliflozin | 180 ppm,,50,R001A_G03,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000349,249,Black,Male,,,06/07/2021,09/12/2023,Found dead,0,886,G,Canagliflozin | 180 ppm,,50,R001A_G03,,,E_2021_27_CEB,945,31.0,886,29.0,,,,,,,,,,,,,,,,,,,,,,1
MOU000350,250,Black,Male,,,06/07/2021,,,,945,G,Canagliflozin | 180 ppm,,50,R001A_G03,,,E_2021_27_CEB,945,31.0,945,31.0,,,,,,,,,,,,,,,,,,,,,,0
MOU000351,251,Black,Male,,,06/07/2021,09/12/2023,Found dead,0,886,B,Selegiline | 42 ppm,,51,R001A_B04,,,E_2021_27_CEB,945,31.0,886,29.0,,,,,,,,,,,,,,,,,,,,,,1
MOU000352,252,Black,Male,,,06/07/2021,29/01/2024,Found dead,1,937,B,Selegiline | 42 ppm,,51,R001A_B04,,,E_2021_27_CEB,945,31.0,937,30.7,,,,,,,,,,,,,,,,,,,,,,1
